"Narrative","label"
" hello helpdesk i can no longer place the display arrow correctly in a frame  it only succeeds once and as soon as i move it forward or back it starts at the beginning of the element  no success with click ","1"
" i have switched to apple  mac and would like to continue using warehouse first class  what is the procedure  since there is nothing about apple  mac in the system requirements  ","4"
" hello have volgendes problem i want to esrsellen a new activation code but erlst me not after entering the sernr he tells me i should regestrieren it first i do then he says the serial number you entered has already been used  probably you have already registered  a new registration is not necessary  but i can not create an update and the same have the product s expirations in the office catalog ","6"
" i cant activate my sales firstclass over the internet  or over the phone  on my old computer the program works  but i would like to use it on the new one  serial number r maybe its because i have a new internet connection  which was a lot of trouble  or should i better part with warehouse and choose a more customer friendly provider  walter gyschar ","6"
" my program is salesfirstclass ultimate        when burning the completed sequence internal problem when performing process files and products together to create a sequence and then burn the problem always occurs  however  it worked once to burn yet only the  sequence has been burned and this has mengel idem he has constant errors when displaying in the dvd player  i need the sequence as soon as possible    ","2"
" expiration size  mb   objects in area  highlighted in red  ods error message a memory request is invalid  possibly no more memory is available or an internal problem has occurred  under fejhler handling a fatal error has occurred in the program problem in class nan load address lxeeeeee at address xb error xed   with best regards ","5"
" dear sir or madam  i have purchased a product from your company  unfortunately  it is not possible to register the product because the message comes serial number already used  i had purchased it through ebay  serial number h could you please unlock the serial number again  so that i can register this again  yours sincerely trde ","6"
" an error occurred while converting your product file ","4"
" always comes the message a problem occurred during the conversion of your product data storage  the software can not be installed and everything so far will be uninstalled  i ask for help purchased version sales firstclass  emv ","4"
" today i installed my newly purchased sales firstclass wh neo program  this resulted in the following error message a problem occurred while converting your product data store  therefore  you will not be able to use your data store with this software  please contact the helpdesk for assistance  my computer is new windows   bit with  gb memory and  gb hard disk  with kind regards petra grntsch ","4"
" hi  wanted to export a quote based on handout to  pdf for going to the printer  but pdf is not present in the file type selection menu  had first thought it was due to my tinkering  but even with suggestions from the group view  there is no pdf in the export dialog  what could be the reason or what did i do wrong and is the export in  wdt about equally suitable for printing  kind regards jan hilscher ","5"
" dear sir  madam  i have the problem that a project cannot be burned to a dvd  the burning step aborts with an internal problem  i have already upgraded to version        and postinstalled burn  excerpt from the lofgile how can i get the project onto a dvd after all  is it the burner or possibly the blank  ","2"
" i have installed warehouse processes in office catalog  on my new pc running windows purchased in feb     processes with standard em cards via ethernetcard i wanted to transfer from the smart card reader to the pc  this did not work at all  despite seeking advice from the dealer  the message no connection to the hardware could be established kept appearing  followed by the selected folder is writeprotected  saving not possible  somehow he didnt know the card reader  now after  months break miracle of miracles it suddenly works  nd then i tried to transfer analog cash register lists from process scanner to pc via sd grapper    the pc recognized the arc at hardware  but also here the above mentioned hint came up all the time  also this went after some time without me changing configurations or the like suddenly and unexpectedly    finally i tried a manual creation  so processes at iprocess or similar directly set  so that i can use them without online access  this only works with the product data it does not create any order number  i have already written the messages under   in addition i have separately the old pc usable  which runs under windowsxp  there i still had the previous version of warehouse installed  therefore i installed the new warehouse also there to test the mentioned three creation variants  all three worked immediately and flawlessly  therefore i kept on trying on the new pc  but i just cant get the direct creation to work  could this be due to windows or the system components  and how can i fix this problem  ","3"
" my program is warehouse sales firstclass  plus        after converting the sequence sales firstclass  neo to burn the dvd does not recognize the external burner jacobs pwr connected via com and aborts with the indication of an internal error  i tried this about four times  also as administrator and different expirations  no other messages preceded the abort  the recorder is otherwise recognized in the system xp prof    all error messages on the warehouse pages did not lead to a solution  ","2"
" hello  i received today a verkaufslihsten archivierpack  the cd needs at the installation so about  min  until it starts properly  program was installed and immediately updated with the latest verion from the web  but at the installation of the dvd process manager yellowwhite comes the following message  unable to finish installation and this on  different pcs in the house  not nice  what to do  ","4"
" i had installed the xls creator and it ran for about  months without problems  then i tried to start it at the end of august and got the error message reinstall corrupted or contact helpdesk  ","1"
" hello  since i have installed my product ultimate on my laptop with windows  i can not burn my finished product preview  the computer says  no burner available  the laptop has a burner  mfg lauritz graf ","2"
" as soon as i click on export current sheet and preview  export complete spec sheet and preview for the preview function i get the error message  error from warehouse specsmanager native error  ","5"
" good day warehouse helpdesk  when i work with the overlay and ved backcalculating setting  then my process stalls extremely on large input data  when i look at it directly with the process scanner on the screen  there is no stalling at all  i also tried with bed  but the process data is displayed many times  you can imagine that the data is opened and closed one by one  of course you would have to do this very fast  without backcalculating there are a lot of empty columns  these were all the settings that the software has available  now i dont know how i can create my processes without stalling with warehouse    i create the process with an xls process scanner and a trendset shizzle salesgetter  i have to say that this error does not occur at all with trendsets own program  therefore  it is clearly due to my sales firstclass  software  however  i would like to get this error eliminated  because i like sales firstclass better than trendst shizzle  as i have read in forums  i am not the only one with this error  are there any updates or workarounds for this rough problem at some point  thank you yours sincerely frank elster ","1"
" unfortunately i now have products in it  office catalog  firstclass  some article processes i have also been able to burn  at the last burn attempt however the following error message came problem in class wmembank  dll search addressox at address xefcre what can i do  i tried to repair the program  no success  the data on products      which is still on the computer is obviously not possible to burn there  ","5"
" i am in the process of creating my own details sheet with your program  at the moment it contains  tables and with a total volume of  mb  when i export the individual tables to preview them  everything is fine  but when i export the complete table to preview it  i get a message native error  i have already performed an update  has brought nothing  the tables consist only of text and data whdt  ","5"
" unfortunately  i had sent you the wrong computer data with my first mail  here now the correct data  and again my request when editing a process  i changed the statistics data  to maximum  shortly after that i could not calculate any more orders  the error message always appears the smartcard device card  scanner epson cannot be opened for billing  reason the hardware is already in use  wait until it is released and try again  ","4"
" i cant burn my product preview with about  products  if i click on the simple burning program  then the display comes that i have over  products and only for every  product a menu entry is created  i cant use something like that  using the advanced mode  i clicked on all products again  and clicked on the burning process again  the burning process runs then approx   min   i  e   until the lowest blue bar is full  after a short moment it shows wmem reports disc project build exceptios  after ok confirmation then comes  encrypt failed  on further attempts i have also clicked on advanced burning options such as single preview  i also started attempts by clicking  product category and product information and selecting  encrypt all  choosing  rewrite product category with  encrypt all did nothing either  the result of choosing  use all was also negative  since i am over  years old and dont know much about these things  please explain everything to me in simple steps  thank you very much in advance  ","5"
" my edited process is successfully burned  at least thats what the program tells me  i have burned the process on different dvd color formats and also played on different dvd burners  in any case  the playback is finished after about  minute  it does not succeed to see the edited process completely  i bought the software from warehouse sales firstclass on       with kind regards rdinger fass tellendorfer str    bielefeld tel     ","2"
" burning process cannot be completed  i have copied the error message for the burning process bd here  burning process runs smoothly until the penultimate step  then comes the error message at fill level display  mb ghqd   internal problem during execution after on the screen step  of  and disc is formatted was canceled  now that this problem occurs with all my prepared and saved article previews  please help me  with kind regards ","2"
" hello  i have for some time sales firstclass wh ultimate download version on the pc  the program is properly registered with you  in addition  i would now like to register the addon program xtragood corporare     unfortunately  i seem to be missing something  after entering my data  the program asks for the registration code  where can i find it  thanks for the help e  weidener ","6"
" i had installed your program pc care   yesterday i wanted to start the program  error message   have uninstalled program and started your recovery program from the internet  then reinstalled pc care  program works  today i wanted to start saeles firstclass  and product in it catalog   error message   what is going on  it can not be that i now have to reinstall these programs  ","1"
" when editing the flow  an error message keeps appearing  it says that warehouse sales firstclass is no longer working and that the program will be closed  when opening the project again  the project must first be restored and saved under a new name  often there is also a message that the memory is full  the project is  megabytes  is that too much  so i split the process so that the project is only  megabytes  but the error message still keeps coming up  what can i do  ","5"
"    my sfc ultimate pe keeps claiming that it is not registered  although im sure that i already did this directly during the installation  ive already followed the request zig times and clicked on register now  but so far without success  what can be the reason for this and how do i get the program appeased  best regards and have a nice weekend  ","6"
" grezi the installer says i should install xtragood calculage and corporare and autosortsd via helpadditional programs  but when i enter there offline the serial numbers given on the back of the cd case  the program claims they are invalid     surely these should be included in a firstclass  ultimate  or should i install them differently  ","6"
" dear sir or madam  in may  i purchased your software warehouse product ultimate unknown tdzdbfd   i upgraded my computer from vista to windows  and now i cannot install the warehouse product program  how can i fix this problem without purchasing a completely new program again  with kind regards ","4"
" error message during installation program item interbase sparql server    a problem occurred while converting your product data storage    warehouse can not be started  what now  ","4"
" good day  please edit my ticket as an error code  has occurred  thank you and regards w  lassie original message from date   to ticket    re thank you for your request  your helpdesk ticket has been created  your ticket will be processed in the next few days  note if you would like to add more information to this ticket  please use the following subject ticket    we can help you easier and faster if you provide us with detailed descriptions of the problem  this can be screenshots screen shots or files where the errors occur  you can send these to us as attachments in your reply email  warehouse helpdesk system warehouse development helpdesk postfach  leipzig  germany ","6"
" dear sir or madam  i have purchased the products in the it office catalog  firstclass software  now  unfortunately  i have the problem that i get an error message when i open an already started project again  i  e  to be able to work on it e  g  days later  a memory request is invalid  maybe there is no more memory available or an internal problem is applied  then some parts are missing from the already created project  what can this be  is this a software problem  i have actually checked the hardware and should be sufficient  windows   that should be the data one  tiffey laptop rlight details display  cm    inches emc    x   powerblend matt intel core    duo processor q    ghz   mhz   mb  gb ddr  gb x   gb x  ram  gb  rpm sata hard disk space ati radeon r x graphics card dvd writer power quatro dual layer sata wired ethernet lan  lan  wireless lan   bgn connectors vga  headphone output  microphone input  integrated microphone  x sd     in multicard reader sd  sdhc  mmc  rj lan  power connector operating system windows  home ultimate bit dimensions l x w x h    x    x     max     mm weight    kg with kind regards ","5"
" good day  entered my problem in syscare and also wrote an email to mr  joachim meyer  using the same ticket number  the problem still exists  even with a second direct sale i tried to burn today  the message is burning process successfully completed  without a single bit ending up on the bd  lets hope the best  kuno lynch ","2"
" good day  i have bought a new process card reader from systech and in the initial phase i had difficulties to transfer the order number in the program processes in office catalog   the installation of the download version of processes in office catalog  solved the problem and the order number was included  however  the order numbers are only partially synchronized in the processes in office catalog   the download version of processes in office catalog  and the download version of sales first class   in the initial phase they seem to be synchronous  but in the course of a process this changes  likewise  i notice that the order numbers immediately become out of sync when the process is edited  please help me to find a workaround  ","3"
" hello  i got a process program warehouse sales firstclass  days ago  unfortunately  i can not activate my data scanner solarmobile mbhd  usb  cable is connected  the following note no connection to the hardware could be established  but according to solarmobile it should be possible  if not  can i exchange or return the device  for your efforts i thank you already and remain with kind regards christian schmidt  gartenstrae  d  bielefeld ","3"
" dear sir or madam  as a longtime user of sfc  i have now updated to version  neo  unfortunately  i currently cannot finish an important project because the creation of the dvd does not work  i get an error message regarding wmembank  dll after  hours of encrypting and have to quit the program  my research on your forums informed me that this may be a burner driver problem or a dvd creation problem  the latest updates to version        have been applied  my computers catch encourage  intel core duo  ghz   gb ram  grafi tellforce technical speedstar x  update from ms vista to ms win no manual driver updates please help me to finish my almost finished project without errors  i send the crash file from sfc as attachment here  please send me your reply to yours sincerely jens schering ","5"
" dear sir or madam   days ago i installed the upgrade products in it  office catalog  firstclass on my computer  i have a problem with the profit calculation  when i want to enter a new profit target  i always get the error message error parsing xsl data  the final amount appears on the overview  but no month is assigned  i have reinstalled the program  times  unfortunately without success  i would be pleased if you could help me further  thank you very much sincerely torsten ale im wesgraben   bielefeld ","5"
" i have bought a new computer  can i install my product ultimate program         and bb creator also on my new computer with the program window   how can i do that  thanks for your help  ","4"
" dear sir or madam  when applying profit in the profit target input  i always get the error message error parsing xsl data  pc with wxp and also laptop with w  ","5"
" hello my name is jessica grosmann  i bought specsmanager  ultimate on friday       and also installed and registered it on the same day  unfortunately  i had to find out that my account was apparently not set up and i have therefore registered myself again on their site  when i then wanted to register my specsmanager   this was blocked with the message that this product is already registriet and i do not need to register it twice  i would therefore ask you to correct this  that is to reset the registration or to tell me the account where it is registered  my serial number is p  furthermore i have a software problem and the sheetview preview does not work  a small white window opens but nothing is visible on it and in the lower left corner flickers  resffwindow  dllcntstop  htm this link and my cpu usage goes to   i hope you can help me  i would be very grateful for a quick answer  jessica grosmann ","1"
" hello dear experts  as part of a new process project  i would like to import a process that has already been transferred earlier from an xls list to a dvd and that i have saved on my computer in the form of a bzs  bpn file  in principle  this also works  but the process only arrives without an order number in other words  the order number is lost during the operation  what is the cause  what can i do  with kind regards and thanks in advance ernst teufelsweibwander ","3"
" when exporting my specsheet i get an error message that i am running out of memory  if i ignore this  i now also get the message insufficient memory and ","5"
" when trying to burn a dvd  no burner is found  it comes the reference to a burner procedure update in the helpdesk of warehouse  i cant find dllav  dll version      in the helpdesk  yours sincerely j  halter ","2"
" dear warehouse team  i have purchased the program warehouse specs manager from you  now that i have created my details sheet previously created with specster from scratch with your software and now want to convert them  i get the error message that i do not have enough memory  since the detailsheet has mb so far  but is still to be erwitert i need your help urgently  please give me briefly what settings i have to make images all have  dpi so that the program does not need   gb for a mb detailsheet when converting  thank you in advance peter kleierer bachstrae  fischbach fon    email ps enclosed configuration of my pcdata from my pc processor  quadcore memory gb free hard disk space gb operating system windows  ultimate bit ","5"
" when i enter my unlock code  the green tick appears  but when i press the illuminated use program unlimited button  i get the error message again the unlock code is not correct  please check the unlock code you entered or contact the warehouse helpdesk  ","6"
" xls creator error code  ","6"
" dear sir or madam  for years i was a satisfied customer of your products  especially the sales firstclass series  but unfortunately i am facing a big problem  in the course of technical development i bought a completeemv data scanner from bps  as an optimal tool for this  i purchased the download version of sales firstclass  neo from winload  but unfortunately this program does not make me happy  when editing completeemv processes no matter if in cwvemx or data format there is an almost permanent cpu overload to   when calculating or displaying the overview there is extreme stalling  if you see my computer equipment  the problems can not be caused by the hardware  the same problem is reported by an acquaintance of mine  who has also used your program for process processing  but is now also desperate  in the meantime i would like to return the software  but winload refused with the reason that download versions are excluded from a return  so now a last try with your helpdesk  do you have a tip for me  how to work satisfactorily with completeemv material  and maybe i will be satisfied again   with kind regards ","1"
" error  during installation ","4"
" dear sir or madam  unfortunately i am not able to include sales files with the extension  prc in my product preview  the processes were created with a scanix fnv zu  i would be grateful for a quick answer  kind regards fabian knurr darmstadt ","5"
" dear ms  holpert  here is the error message when installing the cd into the computer component  is transferred interbase sparql server  error message a problem occurred while converting your product data store  therefore  you will not be able to use your data store with this software  please contact the helpdesk  after the error occurs with interbase  it is because of disagree with my antivirus software avira  please pass my problem to a technician with the request that he helps me  my phone number  he should also please give me his extension number so that i can call him back if necessary  best thanks ","4"
" dear sir or madam  i have created a procedure under sales simple  the material contains the decryption method ovn  kr  so far  there have been no problems with the material  however  now when i reopened the project and made minor edits  there are no more po numbers  the order number field is also grayed out so that it can no longer be written to  can you help me  best regards david kesselhoff ","3"
" since i have windows   the program does not recognize my burner  i finished the first product preview with windows  and it does not work  with xp there were never any problems  hopefully you can help me  gesine reader ","2"
" hello  i have sales material with  recordsmb with  segments from a card reader extremescan dc od  i have imported and edited this in a project with  segments and  records  if i export this project now in the nf format f then it comes with complicated calculations to strong stickers  as here data of the f material are not converted correctly but simply omitted  is there a way around this problem ","1"
" hi  changed my online collection from shockwave to xml version today  why are changes in the collections not taking effect  cleared cookies and cache  would like to use the studio version  but i cant change the preview images  even though they have been deleted in the online organizer  i  e  i have changed the order of the products so or deleted products  so that the preview always shows the first product  but nothing happens  i would be very grateful for any help  yours sincerely clara frieden ","1"
" after the driver installation i get the message  script controlled installation could not be completed  i do not get any data from the process scanner  the display screen remains black  mfg knoblocher ","4"
" is the software products in office catalog wh also executable on an apple computer mac under its operating system mac os x lion  if not  when will there be a corresponding software from your company  ","4"
" i want to export a project with sales first clas  in windows economy export  the export is always terminated shortly before the end  so that the exported process is not quite complete  if i then run a new export on the same project  starting just before the point where the abort was before  the export is now carried out  but again only until just before the end of this short remaining part  at exactly the same place the running bar remains below  enclosed as a file the error log ","5"
" hello  i have just installed the sales firstclass wh neo program  before the actual installation  the error message appeared that the product data store was ","4"
" i have purchased products in itofficekatalog firstclass via dvdrom  my registration data are also available  now when i want to insert small background sounds in my product preview  the following notice appears the detection format of hmy product archivearticle ausverkauf berlinberlinfiliale   prc can not be read by warehouse products in it  office catalog  please make sure that the affected drive is not full or write protected  if you do not have permission to read and write in this file  please contact the administrator  what do i need to do  my activation efforts failed so far because i dont know where to find the desired computerid  i am already very disappointed  thanks in advance for a quick reply  sincerely ","5"
" with process files in dt format the order number is completely wrong  operating system win xp with xpcodecpack      with win payment reader   for example  the order number is entered correctly  as well as with numerous other process readers such as crd paymeng reader  achd reader  etc  recordings in seg format  created with tiffey blast workstation  ","3"
" after opening a data file with sales firstclass  neo  i exported the process as a data process  no matter if i edit the process or not  after the export the displays of data and order number run apart  in the original process  the displays of data and order number run in sync  some time ago i did these exports without any problems  only after a program update i have these problems  what can i do  ","3"
" hello my usb process manager can not install the driver  and my pc does not recognize the usb stick  on my pc is everything in order  i suspect that the usb stick is defective  since i have also downloaded the driver and it can not be installed on the stick  ","4"
" hello  i have inserted data into sales processes  then i try to display the current red activated sales process  but in many cases now the display starts from the very first process  i have photographed the emerging state from the screen  mfgbm ","1"
" i have created many sheets with data  internet dispatch  now always appears not enough memory although saved on external memory and more and more often appears insufficient memory  ","5"
" a link on my specificationsheet haraldschmieder  de  which was created with the specificationsheet creator simple and worked for a very long time  did not work anymore without my intervention  the link appears on the sheet explorer sheetviewer as after correcting this link  the error repeats itself when testing again  my repeated attempt to delete a new link or the faulty link and reinstall it failed  because then an advertisement from warehouse appears specificationsheet creator first class  the universal package  it cant be that i now have to purchase a new product to make the old one work  what should i do  ","5"
" hello dear warehouse team  have problems with the x burning speed when playing to the dvd burner  when i go to the burn icon after creating the product preview  a window opens saying burn speed x  if i then insert a dvd  a window opens with   x burning speed and i cant enter a lower speed  how can i keep the lower burning speed  because my dvd burner does not give me any problems with this  yours sincerely martin guckloch ","2"
" good evening i have inserted a plugin payment reader and unlocked a crv ablaud about  mb in size  subsequently  i wanted to unlock a second ablaud about  mb  unfortunately the hint comes not enough memory  although i have increased my webspace to  gb there is not enough memory  where are these expirations stored and what do i have to do so that i can activate still further expirations  thank you very much for your support kind regards karlheinz banani ","5"
" expiration line does not match the order number line  that is  when i transfer the expiration from my card reader systech xcd ltfsg  the order number line no longer matches the data line  there are also many empty expiration processes appearing because the data is not yet ready  ill try to attach a piece of expiration to them  its a bit disjointed  but this product shows that it does not have the right number  we have already communicated several times  kind regards ","3"
" dear warehouse team  after your last update  both product display moving and enlarging products and product presentation data is not opened in new window for total and partial view after selection are working on my spec sheet  what can i do to fix this shortcoming     ","1"
" dear sir or madam  i have done all the mentioned points before without success  the error still persists  greetings  original message the display of emvx runs imported with sales xtra l  falters as soon as you count two lines against each other  all drivers are definitely installed and the pc is just formatted  comparably  my old tiffey b produced a smooth calculation  from the performance point of view  this is not possible  hence the customer service  my first theory was that it was due to the calculation settings  which proved to be wrong  here is the link to the forum  there i was accused of a too bad processor  whereas your datasheet and catch itself proved the opposite  forum datasheet thank you for your help  ","1"
" everything works until dis to burn disc  then comes the messageinternal problem during execution burning was aborted due to the following error the drive is not completely supported  ","2"
" serial no  n dear sir or madam  today i wanted to burn my edited products to show them to my colleagues at work  unfortunately  the program does not find a burner  what do i have to do    ","2"
" hello  i have a problem with the processing of  tc files of my pos software cashstylelowprice t  the files can be imported without problems and also edited i only want to remove the data nothing else  then i would like to export the process simply as data  this also works without problems  but the data and order numbers are asyncronous in the finished sequence  i think the sequence is not recalculated clever calculate  why does this problem occur  i have been working with warehouse sfc for a long time and have always had the same problem  now that i have invested a lot of money in the latest version  i thought that such a simple processing would no longer cause problems  otherwise the program works without any problems and i am very satisfied with it  i hope that i get an answer to my question  in the forum etc  i have not found a solution  ","3"
" hello  burning is not possible  error indication wmem reports disc project build exception f  i ask for help  thank you  sincerely  gpnter rumpelhofer ","5"
" while testing a small data preview i encountered the next problem  i cant run sales processes of my  prc type card reader properly  the process is read in  but it does not show any reasonable data  ","5"
" dear sir or madam  i can not install this program  first error message is that i can not use my datastoresthere was an error converting their product datastore      second error message the installation package could not be set up      my system windows xp prof  sp  my procedure closed all running programs  stopped kaspersky protection  started installation and that custom because my programs are all on f  on c is with me only the operating system  i have therefore changed the installation path for program files accordingly as well as the path for functions    installation attempt i have then only the path for the program files on f changed  all other paths as they were preset  i installed the latest version of the windows installer  which was certainly unnecessary  since i have no problems with installations of other programs  as an attachment you will receive hijack logfile  please help me urgently  as my article preview is for a meeting  so have a deadline  my thanks in advance for if possible quick reply and kind regards  ","4"
" good day  already during the installation it was pointed out that product data could not be converted and the program could not work partially  have nevertheless installed further and can partially work with it  at the program start it brings then however always the reference that the product data memory would not be installed correctly  can also not access in warehouse data to the data storage  i also get the same error message with the product organizer  ","1"
" when i call up my product organizer program  i get the message that i have to register  even though i already registered in april  the democ code i entered is not accepted because it is supposed to be wrong  also after a new registration the same code was sent to me  since i did not want to test the software but bought it i assume that i do not have to unlock it again and again  burn ","6"
" the dvd driver can not be installed  note dvd driver  unable to finish installation it is a yellowwhite dongle also with the newly downloaded drivers it does not work ","4"
" the burning process is aborted after processing with the following message wmem reports disc project build exception f further burning attempts after uninstalling nero and switching off the antivirus program did not bring any change  not even after installing the latest bugfix  this problem is also discussed in the customer forum with several posts  but i did not find any solution convincing  ","5"
" i have created a project  afterwards i redesigned the presentation template by inserting an image as background  i saved this template in last  when burning again  the error message wmem reports disc project build exceptionf it is not possible for me to burn even when using other default templates  ","5"
" have copied products in it  office catalog  firstclass to a new computer  the software does not start on the new computer  but aborts the start with error code   reinstalling twice did not help what to do  ","1"
" when installing the newly purchased software  the following problem occurred error message a problem occurred while converting your product data store  you will not be able to use your data store with this software because of this  please contact the helpdesk for assistance  after installing the free program product organizer   which is also included on the program dvd  and starting the program  an error message also appears error in warehouse data store  it is possible that various functions are not usable  ","4"
" dear sir or madam  i bought the above software as a download in the middle of this month and installed it  however  the program always crashed when i started it  the following information was displayed under the startup screen  hardware accelerator is set up  product pool is loaded  visualization     statistics displays     program surface is updated after this insertion the window disappeared  today i deleted the program from the computer and downloaded it again  unfortunately without success  when loading the program  the same problem appears as described above  how can i solve the problem  ","1"
" the computer was rebuilt operating system xp  under win  the program does not run the license key can not be activated  error message invalid code  the problem existed once before  but then one of your colleagues sent me an activation code    and then it worked  thats all i want  ","4"
" i bought the download version of sales firstclass  ultimate and installed it including the additional software  when i start the getright function in autosortsd ultimate functions  the corresponding window opens  however  the height of this window is too large and it protrudes above and below the edge of the screen  thus  i can neither close it via the cross at the top  nor confirm it via the buttons at the bottom  how can i make the window smaller  thanks for your help  ","1"
" program product in office catalog first class  when i drag statistics xlson my product preview in the scheduling view  so i can not see these statistics when the presentation runs  i see that it is there  but there is no order number i can however include and see the statistics in the program from the file without any problems  so my hardware should be addressed by the program what is the reason that i selected the data tables as the default format  ","3"
" can i install sales firstclass also in the operating system of apple  thank you very much mfg l  strauch ","4"
" hello  i have a problem when burning already the first object without any editing jind after  mb  the data and the order number no longer syncron  all process settings memory  format  etc   are set  currency conversion on optimized clever calculation out  how should that look like with processed expirations  with the winvxcreator i have never had such a thing  runs perfectly   can only burn  therefore warehouse  ","3"
" when installing warehouse xls maker   i do not get any error message during the installation  but when i try to start the program it says the installation is invalid  please reinstall the program or contact the helpdesk  i have already tried the installation with the compatibility program of win  same result in the end  the third time i also downloaded the latest download  rebooted  and again got the familiar error message  ","4"
" re products in it  office catalog  firstclass  profit calculation when trying to enter a month  the message always appears error parsing xsl files  if you set a start time manually  it is accepted with error message      and you can calculate it accordingly  but neither data nor calculation can be saved  it is only saved as a link that cannot be opened under recently used files  where can i find written instructions for the profit calculation  can in the gewi animation pin a past manat  so that it is still shown when it has already passed  and only the further calculation is calculated    ","5"
" i cant import processes  sales firstclas always shows me that the file type cant be opened  it cant read a lot of file types and converting didnt work either  my approach i want to create a process and go to edit  then my files appear  i click on my processes but the program cant read them  i tried several file formats ebsp  crv and  prc  data is imported immediately  but as the name says  i want to create a process and not preview data  it must be possible to do this without buying another card reader or anything else  ive had this problem for  years and havent been able to do anything with sales firstclas since then  because it just doesnt work  ","5"
" have new windows  dvd  and vindows firstclass neo no longer load on windows ","4"
" hello  i cant burn dvds with my newly purchased products in itofficecatalog   i use win  bit  i have made all the settings before starting the burning process as recommended by your ciphering tutorialpage   the encryption should take   after about  min encrypting is aborted with the following noteinternal problem during execution  the last  entries in the logfile are prepaire dvd processfiles failed with errnr   cannot add menu to authoring string    mbk error in writeprojekt unknowrn failure  x tried with the same result  so the program is of no use to me  what can i do  ","2"
" i bought a complete emv data scanner brand goldbuster type dvsz    f at kaufhof  if i now import a process file in complete emv format from the usb stick card reader configuration pskmbsegbpdfiletyp  crv  i see the order number in the warehouse program but no data  even if i try the  possible configurations under display configurations display options in preview in the coordinator under process mode  i do not see any process  at most one data record  meanwhile the order number is displayed normally  please for advice since i cannot edit my emvprocesses now  ","3"
" hi  i do not get the driver nei  or because it does not gehet on windows   have  bit  what ligt it  greetings merlin ","4"
" program warehouse sales firstclass  ultimate downloadversion bs tested with vista and winpro process file process creation with tiffey dhs process dear mr  mayer  when billing the sales files with the above mentioned program  there is a high error rate in the order numbers even after the calculation  a new installation on nd computer showed the same error  the process is a workstation creation from the download store  the process is a workstation creation of the incorrect billing via sales firstclass  the processes are displayed correctly by other readersprograms  ","3"
" ive been trying to run my legally storebought program for two hours  unfortunately  the error message  appears when i run it  ","1"
" good day  i am very disappointed with warehouse  i bought a usb process manager already have sales first class ultimate and chartlaboratory first class but it wont install  some acquaintances of mine have the same problem  i have already emailed but got no reply  i am very good customer of yours and would like to be treated as such  ","4"
