"Narrative","label"
" ich habe das programm produkt organizer  firstclass gekauft  bei der installation kam eine fehlermeldung bei der umwandlung ihres produktdatenspeichers ist ein problem aufgetreten  sie werden ihren produktspeicher daher mit diesem produkt nicht verwenden knnen  bitte wenden sie sich an den helpdesk um untersttzung zu bekommen ich habe dieses mit ok besttigt und das prg  fertig installiert  bei start von dem prg  kommt die fehlermeldung fehler im warehouse datenspeicher  error code uncompleted on request query input whinstance failed  cannot access dsdirectory   lasterror  ","4"
" bestellnummer whr habe warehouse sales firstclass wh ultimate downloadversion inkl  die sicherheit dvd  bin am neueinrichten des programms  um ein langes downloaden  vor allem der zusatzkomponenten  zu vermeiden  benutzte ich die dvd version  beim programmstart akzeptierte die dvd version bei der aktivierung die downloadseriennummer nicht  eingabe erfolgte nach onlineanleitung ohne bindestriche bitte um lsung des problems mit freundlichen grssen aaron turner ","6"
" hallo  ich habe vor  tagen ein prozess programm warehouse sales firstclass bekommen  leider kann ich meinen datenscanner solarmobile mbhd nicht aktivieren  usb  kabel ist angeschlossen  folgender hinweis es konnte keine verbindung zur hardware aufgebaut werden  laut solarmobile sollte es aber mglich sein  wenn nicht  kann ich das gert tauschen oder zurck geben  fr ihre bemhungen bedanke ich mich schon jetzt und verbleibe mit freundlichen gren christian schmidt  gartenstrae  d  bielefeld ","4"
" ich mchte xlslisten importieren  quelle xlsprozessscanner  verbindung mit ihrem usbprozessverwalter gelbwei  aktueller treiber fr den usbprozessverwalter installiert  system windows  ihr programm warehouse sales firstclass wh ultimate download version meine diversen versuche  einen ablauf zu importieren  schlugen fehl  obwohl ich schon diverse kommentare auf ihren helpdeskseiten gelesen und manches ausprobiert habe  im programm sehe ich beim aufruf der importaufgabe die meldung  dass ich meinen xlsscanner an die cash  prozess oder abrechnungsanlage des pcs anschlieen soll  ich will das nun ausprobieren  haben sie mir einen tipp  welche anlage ich nur fr diesen zweck mit meinem pc verwenden soll  gru  balduin funes p  s  es klappte vor ca   jahren  als ich noch einen alten rechner mit windows und ihre software ablufe im office katalog  sowie den schwarzen prozessverwalter hatte  ","4"
" ich kann keine prcdateien mehr in meine projekte importieren  bereits die vorschau kann ich mit sales firstclass nicht mehr anschauen  dass programm reagiert dann nicht mehr  die prcdateien lassen sich aber sowohl im paymentreader wie auch im workittool anschauen  erstaunlicher weise konnte ich in ein projekt noch prcdateien importieren  diese funktionierten auch einwandfrei  aktuell obiges fehlerbild  und die bereits importierten dateien haben keinene bestellnummern mehr  ","5"
" sehr geehrte damen und herren  immer wenn ich auf erstellung und dann auf direkterstellung gehe  kommt folgende fehlermeldung auf ihrem system wurde keine erstellungshardware gefunden  was kann ich machen    vielen dank im vorraus ","3"
" bei der installation von warehouse xls maker   erhalte ich whrend der installation keine fehlermeldung  wenn ich aber das prog starten mchte kommt die installation ist ungltig  bitte installieren sie das prog neu oder wenden sie sich an den helpdesk  ich habe die installation aus schon mit dem kompatibilittsprog von win versucht  gleiches ergebniss am ende  beim dritten mal habe ich auch noch den aktuellesten download runtergeladen  neu gestartet  und wieder die bekannte fehlermeldung erhalten  ","4"
" nachdem upgrade auf sales firstclass wh ultimate stellte ich fest  dass die plugins sellulate inscan    starterpack aus sales firstclass  premium sowie xtragood calculage  bestnde  rechnungen  verkauf  doku  archivierung     aus aus sales firstclass  ultimate spezialedition nicht mehr verfgbar sind  knnen sie mir mitteilen  wie ich diese programme insbesonders calculage  wieder aktivieren kann  ","6"
" sales firstclass wh  problem beim import von prozessfiles formate data  xprc mit groem umfang bei dem import wird ja eine umwandlung der bestellnummerzeile xls  ods durchgefhrt  die beiden zeilen haben nach dem import unterschiedlichen umfang  daten und bestellnummern sind asynchron  geht gar nicht     ich habe selbst zwei lsungen gefunden a externe bearbeitung statisticsworker der bestellnummernzeile  copypaste b es wird nur der datenteil importiert  mit dem programm besalesmix verfgbar im internet wird mit dem ljgcodec eine bestellnummernspur erzeugt und in warehouse importiert  abweichung deutlich kleiner  asynchronizitt nur noch selten sichtbar  beide lsungen sind extrem umstndlich   das problem bzw  der fehler verfolgt mich seit meinem ersten sfcrelease  seit jahren    wofr zahle ich eigentlich bei jedem update soviele euros  lsst sich beim import das erforderliche copy automatisiert und mit prziser berechnung durchfhren  sollte nicht wenigstens ein hinweis und ein lsungsvorschlag im handbuch zu finden sein  mfg leo tolstoi ","3"
" kommt immer der hinweis bei der umwandlung ihres produktdatenspeichers ist ein problem aufgetreten  die software kann nicht installiert werden und alles bisherige wird deinstalliert  ich bitte um hilfe gekaufte version sales firstclass  emv ","4"
" guten tag das brennen wird jedesmal mit folgendem fehler unterbrochen internes problem whrend der durchfhrung  und dies kommt jedesmal whrend dem brennen  also bis zum verschlsseln gehts aber weiter nicht  wir hatten bereits ein ticket erstellt  wurde aber zwischenzeitlich wieder geschlossen  keine ahnung warum  siehe ticket  freundliche grsse und danke fr ihre hilfestellung  ","2"
" beim hochladen meiner datenin der onlinesammlung kommt immer die fehlermeldung beim upload ist ein fehler aufgetretten versuchen sie es spter noch einmal  warum     daten sind in wdtformat ","1"
" wenn ich einen ablauf von antonio deabreu gewinkalkulation nach warehouse wh sales spiele stockt diese obwohl sie berrechnet wurde von warehouse wh ","1"
" guten tag nachdem mein computer kaputt gegangen ist  habe ich nur eine alte version von warehouse gefunden  bei der die maximale anzahl von freischaltungen bereist erfolgt ist  es handelt sich dabei um das produktultimate   mit der seriennummer s  gerne mchte ich dieses produkt fr mich registrieren  letztes jahr habe ich das warehouse sales firstclass  collector online gekauft  ist nun aber durch den absturz verloren gegangen  freundliche grsse lucy lan ","6"
" fehler  ","6"
" werbung lsst sich nicht speichern  folgende meldung erscheint codec zum import dieser datei ist nicht verfgbar  ","5"
" hallo  der mir per mail zugesandte aktivierungscode fr produkt organizer  democ wird mit der meldung der freischaltcode ist nicht korrekt abgewiesen  ich habe dieses software im rahmen von produkte im it und office katalog  erhalten  dieprodukte im it katalog  software luft einwandfrei  ist der produkt organizer nicht auf dauer freischaltbar  ich bitte um ihre untersttzung  mit freundlichen gren gelbert gockel ","6"
" wertes team  betreff ticket    die konfigurationsnderung im kompatibilattsmodus hat bei produkt im itoffice katalog    nichts gebracht  es wird immer angezeigt neu intalieren  selbst produkt im itoffice katalog windows angegeben  zeigt an das smartcaddevice kann dieses format nicht ausfhren  die aktuell genutzte gerteerkennung liegt nicht innerhalb des erlaubten bereichs fr ihr system    sollte ich vielleicht mal zum nachbarngehen    langsam ist meine geduld zu ende  bei windows xp sp lief das programm    ohne einschrnkung  jetzt bei windows  ist alles ein problem  ich kann dies einfach nicht verstehen  mit frdl  gru c  grant ","4"
" guten tag  seit tagen kann ich leider kaum noch produkte in meine online sammlung laden ","1"
" hallo helpdesk ich kann den anzeigepfeil in einem element nicht mehr korrekt positionieren ","1"
" programm anzeigepfeilluft nicht  prozesserstellungen per cwvemximport von usb stick ins programm geladen  kartenleser solarmobile hdczn folgender hinweis das smartcarddevice none kann dieses format nicht ausfhren  grung die aktuelle genutzte gertekennung ist nicht innerhalb des erlaubten bereichs fr ihr system zur bearbeitung dieser prozess daten extra den rechner acer killerz z d gekauft ","4"
" guten tag  ich konnte  zeilen mit dem programm erstellen  bei der dritten zeile kommt nun wieder der fehler das smartcarddevice microsoft scancreator kann dieses format nicht erstellen  grund die aktuell genutzte gertekennung ist nicht innerhalb des erlaubten bereichs fr ihr system  jetzt geht trotz abschalten und wiederanschalten wieder gar nichts mehr  obwohl ich nur erstellt habe und sonst nichts verndert habe  das vorum ist fr diesen fehler auch nicht wirklich hilfreich  mit freundlichen gren rainer ackerer ","4"
" ich will die zusatzprogramme von sfc  ultimate installieren  es kommt immer die fehlermeldung das installationsprogramm fr xtragood calculage konnte auf dem installationsmedium nicht geffnet werden       obwohl die dvd eingelegt ist  von dvd lassen sich die programme auch nicht installieren  wie kann ich die zusatzprogramme installieren  ","6"
" sehr geehrte damen und herren  von meinem prozessscanner habe ich einen analogablauf berspielt  beim betrachten mit z  bsp  crd payment reader sind daten und bestellnummern synchron  wenn ich den ablauf zur bearbeitung in sales firstclass  neo spezialedition einspiele  werden daten und bestellnummern nicht synchron angezeigt  was mache ich falsch bzw  gibt es eine mglichkeit zur synchronisierung  fr ihre bemhungen herzlichen dank im voraus und viele gre aus ","3"
" sehr geehrte damen  sehr geehrte herre  bisher habe ich das prozessbearbeitungsprogramm von trendset  trendset laboratory emv power collection  fr meine prozesse benutzt  nun habe ich mit am      ihr verkaufsprozessbearbeitungsprogramm sales firstclass wh ultimateversion  gekauft  zuvor habe ich dieses programm als testprogramm per download rutergeladen und getestet  bevor ich nun mein gekauftes prozessprogramm installiere  habe ich die testversion deinstalliert  nach der installierung habe ich dieses programm auch registriert  anschlieend wollte ich das programm productorganizer installieren  welches mir nach mehreren versuchen nicht gelingt  ebenfalls wird auch das programm xtragood crystalcycrle  warehouse edition nicht installieren  auf meiner festplatte ist das programm warehouse produkt organizer   knnen sie mir helfen    im voraus herzlichen dank  mit freundlichen gren edmund rast ","6"
" hallo  bei gewinnkalkulation kann ich keine gewinnziele mehr festlegen  es wird wohl der eingegeben monat angezeigt  aben nicht in die bersicht bertragen  nach bettigung der return taste erscheint die fehlermeldung fehler beim parsen der xsl daten wie kann ich den fehler beheben  ich bitte um schnelle rckmeldung  mfg ","5"
" auf meinem specificationsheet werden die textbausteine nur noch als sprechblase angezeigt  ich htte heute eine onlineprsentation meines specificationsheets gehabt  um einen sponsor zu gewinnen  dieser ist nun abgesprungen  danke fr eine solch toll funtionierende technik ich bin stinkesauer  ich hoffe und erwarte  dass das specificationsheet umgehend wieder einsatzfhig ist  schade bisher konnte ich mich auf warehouse halbwegs verlassen  ich bitte um eine antwort die nicht wieder  tage dauert  ","1"
" hallo  es gelingt mit nicht mit meinem neu erworbenen produkte im itofficekatalog  dvds zu brennen  ich benutze win  bit  ich habe vor dem starten des brennvorgangs alle einstellungen so vorgenommen  wie sie ihr cipheringtutorial emfiehlt  seite   das verschlsseln sollte  dauern  nach ca   min verschlsseln erfolgt abbruch mit folgendem hinweisinternes problem whrend der durchfhrung  die letzten  eintrge im logfile lauten prepaire dvd processfiles failed with errnr   cannot add menu to authoring string    mbk error in writeprojekt unknowrn failure  x versucht mit gleichem ergebnis  so ntzt mir das progamm nichts  was kann ich tun  ","2"
" sehr geehrte damen und herren  leider habe ich ein problem beim brennen  fehlermeldung wmem reports disc project build exception f fehlerprotokoll ","5"
" ich probiere unter datei  datenblattvorschau meine projekt anzuschauen  aber da geht leider nicht  kommt immer fehler codec zum import dieser datei ist nicht verfgbar  was bedeutet das  wie kann ich fehler beheben  ","5"
" hallo  ich habe daten in verkaufsablufe eingefgt  dann versuche ich das anzeigen von dem aktuell rot aktivierten verkaufsprozess  in vielen fllen beginnt nun aber das anzeigen vom allerersten prozess  ich habe den entstehenden zustand vom bildschirm abfotografiert   mfgbm ","1"
" sehr geehrte damen und herren  ich kann dieses programm nicht installieren  erste fehlermeldung ist  dass ich meine datenspeicher nicht benutzen knnebei der umwandlung ihres produktdatenspeichers ist ein fehler aufgetreten      zweite fehlermeldung das installationspaket konnte nicht eingerichtet werden      mein system windows xp prof  sp  mein vorgehen alle laufenden programme geschlossen  kaspersky schutz angehalten  installation gestartet und zwar benutzerdefiniert  da meine programme alle auf f liegen  auf c ist bei mir lediglich das betriebssystem  ich habe daher den installationspfad fr programmdateien entsprechend gendert ebenso den pfad fr funktionen  beim   installationsversuch habe ich dann lediglich den pfad fr die programmdateien auf f abgendert  alle anderen pfade so gelassen  wie sie vorgegeben waren  ich habe die neuste versions des windows installers installiert  was sicher unntig war  da ich mit installationen anderer programme keine probleme habe  als anlage erhalten sie hijacklogfile  bitte dringend um hilfe  da meine artikelpreview fr ein meeting gedacht ist  habe also eine deadline  meinen dank im voraus fr wenn mglich schnelle antwort und freundliche gre ","4"
" hallo  ich habe verkaufsmaterial mit  datenstzenmb mit  segmenten von einem kartenlesegert extremescan dc od  dieses habe ich in einem projekt mit  segmenten und  datenstzen importiert und bearbeitet  wnn ich dieses projekt jetzt im nfformat f exportiere dann kommt es bei komplizierten berechnungen zu starken stockern  als werden hier daten des fmaterials nicht korrekt umgerechnet sondern einfach weggelassen  gibt es eine mglichkeit dieses problem zu umgehen ","1"
" beim aktivieren einer direkterstellung erhalte ich die meldung auf ihrem system wurde keine erstellungshardware gefunden  ich finde leider keine hinweise auf einen grundstzlichen fehler o    vielen dank im voraus  ","3"
" hallo  ich nutze im moment die kostenlose version warehouse    und will bekleidungsartikel mit bildern in einer produktpreview darstellen  also einen prozess erzeugen  am ende des produktorganizers habe ich probleme und zwar es erscheint der button fertig und im darunterliegenden fenster steht ausgabe prozess erzeugen und betrachten  ich klicke darauf  dann erscheint ein fenster processing wird durchgefhrt es erscheint das fenster zum brennen  aber die gebrannte dvd lsst sich auf dem dvdlaufwerk nicht wiedergeben  frage was mache ich falsch  gibt es eine beschreibung fr anfnger mfg a  layen ","2"
" sehr geehrte damen und herren  seit einiger zeit arbeite ich gerne mit ihrem programm specs manager   nun habe ich mir gestern auch ihr programm ssales simple  emv gekauft  die installation war scheinbar erfolgreich  obwohl ich nicht nach der serialno  gefragt wurde  beim star des programms erschien der schon so oft aufgetretene fehlercode   ich habe viele verschiedene mglichkeiten aus den warehouseforen und aus ihren hufig gestellten fragen ausprobiert  unter anderem habe ich mit der whrescue  exe eine bereinigung durchgefhrt  nach erneuter installation trat aber der gleiche fehler wieder auf  leider funktioniert nun auch mein specs manager  nun auch nicht mehr und dort erscheint die gleiche fehlermeldung  beim start  vielleicht knnen sie mir ja helfen  viel gre ralf brunger ","1"
" guten tag ich arbeite zur zeit an einem sehr grossen projekt in complete emv  im projekt hatte ich gegen  cwvemx dateien  ich habe den ablauf jedoch dann wegen der vielen dateien in ca  prozesse aufgeteilt und diese dann wieder in einem projekt zusammengefuegt  ich will das ganze projekt in complete emv brennen  ich habe dazu auf das dvd symbol geklickt und wollte es auf eine double layer dvd r fk disk brennen  doch nach den verschlsselungsvorgaengen kam eine fehlermeldung und das brennen wurde abgebrochen  ich koennte ihnen gegebenenfalls auch noch das logfile des problems als bild schicken  falls ihnen das helfen wuerde  was empfehlen sie mir zu tun um das projekt in complete emv am besten auf eine disk zu brennen  ich habe auch schon die brennvorgang  gedownloaded und auch da kam dieselbe fehlermeldung  freundliche gruesse ","2"
" mein programm ist salesfirstclass ultimate         einspielen von emv prozessdaten  die mit einem cwvemxkartenleser aufgenommen und in dat umgewandelt wurden   ablauf datdteien wie blich bearbeitet element gelscht bzw  hinzugefgt  produkte wdt hinzugefgt  einige verkaufsprozesse von einer auf die festplatte aufkopierten dvd eingefgt brg    sop  beim brennversuch erscheinen  nachdem das verschlsseln lt  fortschrittsanzeige zu  erfolgt ist  die hinweise speicheranfrage ungltig sowie fehler beim verschlsseln  es konnten keine dateien gefunden werden  ich habe keine dateien verschoben alle befinden sich in ihren ursprnglichen ordnern   als alternativversuch habe ich den ablauf unter einem anderen namen gespeichert und smtliche eingefgte produkte sowie die eingefgten brg  sopdateien entfernt  es waren somit nur noch die mit dem kartenleser eingelesenen und in dat umgewandelten dateien im ablauf  doch auch hier erschienen beim brennversuch die hinweise eine speicheranfrage ist ungltig  ein internes problem ist aufgetreten und letztendlich verschlsseln ungltig   versuchsweise habe ich den ablauf auch in einer testversion von trendset studio  bearbeitet  hier erfolgte das brennen reibungslos  aber ich mchte keine andere bearbeitungssoftware als warehouse benutzen   nebenher habe ich auch andere ablufe bearbeitet und gebrannt  die ber den eingebauten ecdatenscanner aufgenommen wurden  funktionierte alles reibungslos  noch eine frage ich liebugele mit der neuesten version von sfc  bin aber nicht sicher ob mein system ausreichend ist  knnen sie mir mitteilen  ob sfc  bei mir lauffhig ist  insbesondere sollte in kombination mit meiner eckarte auch der integrierte datenscanner funktionieren  fr ihre hilfe bedanke ich mich im voraus  ","5"
" ich habe warehouse specs manager ultimate  auf einem notebook installiert  alles lief ok  danach habe ich einen anderes notebook gekauft mit dem groeren bildschirm  und warehouse specs manager ultimate  auf den neuen notebook installiert  die software lauft aber es ist nicht mglich die fertige bltter anzuschauen  ich kriege den hinweis fehler von warehouse specs manager ultimate codec zum einbinden diese datei konnte nicht gefunden werden  was ist zu machen  ihr kunde ivan golbarov ","5"
" es funktioniert alles bis dis zum disc brennen  dann kommt der hinweisinternes problem waehren der durchfuehrung das brennen wurde fit folgendem fehler abgebrochendas laufwerk wird nicht komplett unterstuetz ","2"
" hallo liebes warehouseteam  habe mit der  fachen brenngeschwindigkeit beim abspielen auf den dvdbrenner probleme  wenn ich nach dem erstellen der produktpreview auf das symbol brennen gehe  macht ein fenster auf mit dem hinweis brenngeschwindigkeit x  lege ich dann eine dvd ein  ffnet sich ein fenster mit    facher brenngeschwindigkeit und ich kann keine niedrigere geschwindigkeit eingeben  wie kann ich die niedrigere brenngeschwindigkeit beibehalten  denn hierbei macht mir mein dvdbrenner keine probleme  mit freundlichen gren martin guckloch ","2"
" ich habe von ihnen die programme produkte im itoffice katalog und statisticscleanerfirstclass  ich habe jetzt einen neuen pc mit windows und moechte die programme wieder installieren  diese sind aber nicht kompatibel  gibt es fuer die beiden programme updates o  ae  damit ich sie auf meinem neuen rechner installieren kann  fuer eine kurzfristige info waere ich ihnen sehr dankbar  mit freundlichen gruessen ","4"
" hallo  ich habe bereits vor mehr als drei jahren das programm xlscreator  per brief registriert  offenbar ist das nie bei ihnen bearbeitet worden  hans hurt  frachtallee    bielefeld  die kaufrechnung liegt noch vor ich habe bis heute keinen eigenen internetanschlu und bentige diesen auch nicht und arbeite dementsprechend immer offline mit ihrem programm  nun musste ich das programm neu installieren  da mein notebook defekt ist und die reparatur dauern wird bzw  unsicher ist  jedoch verlangt das programm nun fr die aktivierung des xlsumwandlers eine zustzliche registrierung  wie mache ich das  so da es auch klappt    einen brief an ihre firma zu schicken  ist ja offensichtlich sinnlos  des weiteren hatte ich mit zunehmender nutzung immer mehr probleme bzw ausflle ihres programms   die einfge etc   bearbeitung lie sich zwar ffnen  zeigte aber nichts mehr an und war dementsprechend nicht mehr zu gebrauchen    bei neuen xlsumwandlungen meldete sich immer der sparqldatenspeicher mit einer langen fehlermeldung  offenbar ist der entsprechende datenspeicher defekt  da ich auch ber die danach umgewandelten statistiktabellen nicht mehr nach kategorien erfolgreich suchen konnte  ich konnte nur noch nach der ordnerlogik vorgehen  die mir allerdings sehr wichtig war  die einzige funktion  die nach restaurierung des datenspeiher klingt  brachte rein gar nichts  und was wrde ein update fr das programm kosten    und was an neuem bringen  bzw  was fehlt dann im vergleich zur erversion   und wie kann ich mein programm  das damals immerhin knapp   gekostet hat  endlich registrieren und auf alle funktionen stabil zugreifen   herzlichen gru  dipl  ing  hans hurt ","4"
" hallo  wollte ein angebot auf basis des handout fr den gang zur druckerei in  pdf exportieren  aber im auswahlmen fr dateitypen ist pdf nicht vorhanden  hatte erst gedacht  es lge an meiner bastelei  aber auch bei vorschlgen aus der gruppenansicht ist im exportdialog kein pdf dabei  woran kann das liegen oder was hab ich evtl  falsch gemacht und ist der export in  wdt etwa gleichwertig zum drucken geeignet  liebe gre jan hilscher ","5"
" solarmobile trwtf chipartenleser mit windows  ber easyplug  anschlu bei em erstellung  es werden keine prozessdaten angezeigt  nur leere feld als microsoft kartenleser lt sich mit der richtungstasten komplett steuern  start und lsch felder bestimmen  es strtzt auch ab nach erstellungs versuch die eigenschaften von ms wq cardreader und arc sind meine meinung unrichtig bzw nicht editierbar  danke im voraus fr ihre hilfe ","4"
" mein programm ist produkte im it office katalog         nach dem erstellen einer produktpreview  drcke ich auf das zeichen brennen  es laufen alle drei oder fnf arbeitsgnge ab damit am schlu die produktpreview mit eingebundenen statistiken im brennvorgang auf einer dvd gebrannt werden kann  nach kurzer zeit erscheint beim brennen ein kleines fenster auf dem bidschirm  wo steht  internes problem  und das brennen von der produktpreview wrd abgebrochen  ","2"
" programm weiter verwenden fhrt zum hinweis der freischaltcode ist nicht korrekt    ","6"
" ich bernehme verkaufsablufe sales auf den pc mit warehouse sales firstclass   dabei tritt folgendes problem auf nach der erstellung des ersten projektes im format data und bearbeitung des ablaufs speichere ich diesen als projekt beispiel gelsenkirchenprojekt ab  die vom programm erstellte projektdatei hat das format  wsp  spter lade ich dieses projekt wieder und erstelle nun das zweite projekt  wenn ich dann den neuen ablauf beispiel gelsenkirchenprojekt  dat im bersichtsmodus mit der maus herunterziehen will  um ihn an den ersten ablauf anzuhngen  erhalte ich nur die zeile  daten  die zeile  bestellnummern ist verschwunden  die berprfung der gespeicherten  datdatei im explorer zeigt mir  dass die bestellnummer vorhanden ist  der ablauf also korrekt bernommen wurde  was habe ich falsch gemacht  ","3"
" eine fertige produktpreview kann ich nicht auf dvd brennen  das programm erkennt den brenner nicht  was ist zu tun  alle anderen programme funktionieren einwanfrei  mit freundlichen gren ","2"
" guten tag ich erhalte beim auswhlen einer xlsdatei fr die statistiken folgende fehlermeldung fehlernummer   fehlerbeschreibung datei nicht gefunden  die xls dateien sind hochgeladen und im archiv verfgbar  ","1"
" wir haben alles ordnungsgem angeschlossen  trotzdem keine daten und bestellnummern auf preview  stimmt es  da alles deaktiviert firewall und antivirenprogramm werden soll   das finden wir sehr unsicher  dann hat jeder in dem moment zugriff auf unseren pc  gibt es eine alternative  ","4"
" sehr geehrtes team   nach einigen wie es scheint untauglichen mitteln wende ich mich an sie und hoffe  dass sie mir behilflich sein knnen  ich habe ein update von analysity xtra  auf xtra l gekauft  beim registrierungsversuch konnte ich in der rubrik meine produkte keine mglichkeit finden  meinen upgradecode einzugeben  die vorversion  die ich bei der firma springler in deutschland kaufte scheint in dieser rubrik meine produkte auch nicht auf und ist aber bedingung fr die version anaxtral  da aber der testzeitraum auch bald ausluft und ich das programm verwenden muss  hoffe ich dass sie mir weiterhelfen werden  den upgradecode kann ich ihnen natrlich jederzeit bermitteln  vielen dank und bis bald ","6"
" sehr geehrte damen und herren  beim exportieren erhalte ich die fehlermeldung ","1"
" sehr geehrte damen und herren  ich habe einen ablauf unter sales simple erstellt  das material enthlt das entschlsselungsverfahren ovn  kr  bisher gab es mit dem material keine probleme  nun jedoch  als ich das projekt erneute ffnete und geringfgige bearbeitungen gemacht habe  gibt es keine bestellnummern mehr  das bestellnummernfeld ist auch grau unterlegt  so da es nicht mehr beschrieben werden kann  knnen sie mir helfen  viele gre david kesselhoff ","3"
" hallo  bei o  a  programm bekomme ich die fehlermeldung speicheranfrage ist ungltig etc  das programm luft auf einem flammneuen rechner mit w und mb arbeitsspeicher sowie einer gigaplatte von pecker stand ixtreme der kfh serie  wenn ich dann dennoch weiterarbeite  bekomme ich die meldung programm wird geschlossen  es wird     nur eine lsung ist bis jetzt noch nicht eingetroffen  ich bin schon ziemlich sauer ber solche programmabbrche  die auch in ihrem forum nicht geklrt werden knnen  wenn das programm weiterhin nicht funktioniert  mache ich den kauf rckgngig  gru hartmut trinker ","5"
" ich habe ihr salesprogramm warehouse firstclass  ultimate spezialedition und wollte einen ablauf von einem mini emdatenscanner powerread bvt i  ist kompatibel mit windows   bitder per ethernet angeschlossen ist aufspielen  jedoch ist dies nicht mglich  laut windows   bit wird der datenscanner ordnungsgem erkannt jedoch erstellt das programm keine daten  man sieht nur ein leeres datenfenster  der datenscanner wird automatisch aktiviert aber die software erstellt nichts und hngt sich dann kurze zeit spter auf  ansonsten funktioniert das programm einwandfrei es kann material von emvdatenscannern importiert werden  gebrannt werden klappt alles  nur ber ethernet funktioniert es nicht  bitte teilen sie mir mit  wie das problem behoben werden kann  vielen dank  ethernetkarte wurde getauscht  problem ist weiter vorhanden  ","4"
" ich habe am      die o  g  software erworben  mit der auf der cd aufgedruckten sn in grossbuchstaben  gemischt mit zahlen und getrennt mit bindestrichen kann ich mich nicht registrierenfreischalten  auch nicht unter weglassen der bindestriche oder kleinschreibung  der browser ist natrlich online  ich bitte um die ermglichung der nutzung meiner erworbenen hard und software auf meinem mac  danke ","4"
" brennen nach directediting processing etc  laeuft normal durch bis zur meldung disc wir gebrannt  dann kommt ein abbruch mit internes problem waehrend der durchfhrung und ein zusatzvermerk kein zugriffsrechte auf das laufwerk  moeglicherweise ist es von einer anderen anwendung gesperrt  was kann man hier tun  wenn ich nach directediting nur die ablaufdarstellung aendere  dann klappt das brennen  das problem hatte ich auch vorher schon hin und wieder bei der neoversion  aber nach verschiedenen abbruechen hat es doch immer wieder geklappt  die neoversion habe ich zwischenzeitlich deinstalliert  beissen sich die beiden programmversionen eigentlich  wenn man beide installiert laesst  ","2"
" lieber warehouse helpdesk  im user forum gibt es hunderte von fragen zum thema asymmetrie  immer und immer wieder kommt der hinweis auf die mangelhafte uebertragung der verkaufsware  wir haben aber eben nur dieses material  und so viele user beklagen  dass nach einem import eines prozesses die bestellnummer und die daten nicht mehr synchron angezeigt werden  und zwar nicht mit einem festen abstand  sondern mit der laenge des prozesses ansteigend  ich bin sicher sie kennen den fehler  bitte  koennen sie nicht entweder eine verbindliche loesung aufzeigen  oder aber deutlich aussprechen  dass das programm hier an die grenzen stoesst   mag ja sein  dass diese problem so umfassend sind  dass mur mit professionellen systemen eine loesung erarbeitet werden kann  aber wir alle sind eben keine profis  unsere kartenlesegerte kosten keine    das stueck  genau wir sind doch die zielgruppe oder  haben sie vielen dank fuer ihre hilfe  das alles haette ich viel lieber erzaehlt  aber eine helpdesk telefon nummer fuer     pro minute ist schon eine zumutung  in der hoffnung auf eine gute antwort    ","3"
" ich warte schon zwei tage auf die seriennummer von w arehouse produkt organizer   die ich ber email bekommen solte  ","6"
" hallo  ich habe warehouse produkt ultimate wh vor ein paar tagen istalliert und versuchsweise ein produkt bearbeitet  daraufhin erschien die meldung  warehouse habe einen schweren fehler verursacht  ein systemstart war erst nach reparatur wieder mglich  nun kommt die meldung  die dateien knnten nicht in den programmordner geschrieben werden  auerdem kann ich keine produkte mehr laden  es erscheint die meldung codec zum import dieser datei ist nicht verfgbar  die hilfe funktion reagiert nicht  ","5"
" z  hd  hewrrn gandalf grauh  hallo  irgendwie habe ich mit dem neuen programm o kein glck spez  gewinnkalkulation die ersten probleme hatte ich gelst mit der einrichichtung von  net und nochmaligem aufspielen der dvd auf meinem computer  das ging einige tage gut  jetzt habe ich ein neues problem  was anscheinend andere kunden im internet unter frage u  antwort  leider keine antwort gefunden  auch haben  nachdem ich den monat eingeben habe  erscheint der hinweis fehler beim parsen der xsl daten was bedeutet das und wie kann ich das beheben  wenn es hierfr eine lsung gibt  bitte mglichst eine einfache erluterung  da ich nicht der grosse computercrack bin  ich habe schon alles versucht  wie z  b  das ausgangsbudget zu ndern  jedoch ohne erfolg  mit freundlichem gruss bruno kraft ","5"
" fehlermeldungdas dateiformat   prc kann nicht gelesen werden  bitte vergewissern sie sich das das laufwerk nicht voll oder schreibgeschtzt ist  diese fehlermeldung ist frher nicht aufgetreten  sie betrifft aber meine meistgenutztes format prc  powerread full se  mb pro sek ","5"
" hallo  nach der letzten aktualisierung wird innerhalb eines projekts  hier das rberziehen einer prozessdatei dat im bersichts modus die bestellnummer nicht mit bernommen  beim einfachen auswhlen innerhalb des programms im ordner wird die bestellnummer angezeigt jedoch nicht mehr wenn diese rbergezogen wird  im bersichts modus wird diese auch nicht angezeigtbestellnummernzeile  was ist zu tun   danke kanzler ","3"
" ich habe  programme produkte itofficekatalog firstclass und sales firstclass  und erwege auf windows  umzusteigen  gibt es da fuer mich problem  ","4"
" meine in bearbeitung befindliche artikelpreview lsst sich nicht mehr starten  bearbeiten  es komme ein fenster mit folgendem text das smartcarddevice gert nr   data out kann dieses format nicht verarbeiten  grund das format wird nicht untersttzt oder ist nicht lesbar  benutzen sie die funktion supported um die mglichen formate zu ermitteln  ","4"
